seed,rho_seed_centered,rho_negative,n_negative_rank_slopes,pooled_rho
21000,0.6484848484848483,False,6,0.036350540216086434
21100,-0.2727272727272727,True,9,0.036350540216086434
21200,-0.38181818181818183,True,10,0.036350540216086434
21300,0.04242424242424241,False,5,0.036350540216086434
21400,-0.07878787878787878,True,9,0.036350540216086434
